A,0.02091
AA,0.0
AAP,0.0
AMZN,0.10986
FB,0.0
GOOG,0.03271
HRB,0.0
IBM,0.0
MSFT,0.41237
NFLX,0.20675
T,0.0
TSLA,0.21742
VOD,0.0
YAHOY,0.0
^DJI,0.0
^GSPC,0.0
